scian_2023,nombre
333991,Fabricación de equipo para soldar y soldaduras (fabricación de electrodos para soldar)
337920,Fabricación de persianas y cortineros (fabricación de persianas de metal)
339950,Fabricación de anuncios y señalamientos (fabricación de letras y señalamientos metálicos)
339992,"Fabricación de cierres, botones y agujas (fabricación de agujas y ganchos para tejer)"
339999,Otras industrias manufactureras (fabricación de marcos de metal)
334410,Fabricación de componentes electrónicos 
334110,Fabricación de computadoras y equipo periférico 
334210,Fabricación de equipo telefónico 
334220,"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico (fabricación de equipo de transmisión y recepción de señales de radio, televisión y cable, equipo de comunicación móvil y satelital, y fabricación de teléfonos celulares)"
334290,"Fabricación de otros equipos de comunicación (fabricación de unidades de control remoto, alarmas y detectores de fuego)"
334310,Fabricación de equipo de audio y de video 
339930,Fabricación de juguetes (fabricación de videojuegos)
333993,Fabricación de aparatos e instrumentos para pesar (fabricación de básculas y balanzas de laboratorio y de uso industrial)
334220,"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico (fabricación de sistemas de posicionamiento global)"
334290,Fabricación de otros equipos de comunicación (fabricación de detectores de movimiento)
334519,"Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico (fabricación de equipo para medir, verificar y navegar)"
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de incubadoras)"
334511,Fabricación de relojes 
334519,"Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico (fabricación de parquímetros)"
334519,"Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico (fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico)"
333311,Fabricación de aparatos fotográficos 
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de instrumentos ópticos no oftálmicos)
334610,Fabricación y reproducción de medios magnéticos y ópticos (fabricación de soportes magnéticos y ópticos)
333991,Fabricación de equipo para soldar y soldaduras (fabricación de transformadores para soldadura de arco)
335311,Fabricación de motores y generadores eléctricos 
335312,Fabricación de equipo y aparatos de distribución de energía eléctrica (fabricación de equipo y aparatos de distribución de energía eléctrica)
335910,Fabricación de acumuladores y pilas 
335920,Fabricación de cables de conducción eléctrica (fabricación de cables de fibra óptica)
331220,Fabricación de otros productos de hierro y acero (fabricación de cable de acero)
331310,Industria básica del aluminio (fabricación de cable de aluminio)
331420,Laminación secundaria de cobre (fabricación de alambre de cobre)
335920,"Fabricación de cables de conducción eléctrica (fabricación de cables aislados de acero, cobre y aluminio para conducción eléctrica)"
335930,"Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas "
335131,Fabricación de focos 
335132,"Fabricación de lámparas ornamentales (fabricación de lámparas ornamentales, candiles, linternas y luces de navidad)"
336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores (fabricación de equipo eléctrico para vehículos automotores)
335210,Fabricación de enseres electrodomésticos menores 
335220,Fabricación de aparatos de línea blanca 
332211,Fabricación de herramientas de mano metálicas sin motor (fabricación de pistolas manuales para soldar)
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de máquinas de enseñanza y entrenamiento)
333610,"Fabricación de motores de combustión interna, turbinas y transmisiones (fabricación de motores fuera de borda)"
333991,Fabricación de equipo para soldar y soldaduras (fabricación de equipo de soldadura eléctrica)
334290,Fabricación de otros equipos de comunicación (fabricación de sistemas de señalización de tráfico aeronáutico y náutico)
335132,Fabricación de lámparas ornamentales (fabricación de lámparas atrapa insectos)
335312,Fabricación de equipo y aparatos de distribución de energía eléctrica (fabricación de frenos electromagnéticos)
335999,Fabricación de otros productos eléctricos 
339950,Fabricación de anuncios y señalamientos (fabricación de anuncios y señalamientos luminosos)
333610,"Fabricación de motores de combustión interna, turbinas y transmisiones (fabricación de motores de combustión interna y de turbinas)"
336310,Fabricación de motores y sus partes para vehículos automotrices (fabricación de pistones y válvulas para motores automotrices)
332910,Fabricación de válvulas metálicas (fabricación de válvulas hidráulicas y neumáticas)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de cilindros hidráulicos y neumáticos)
332910,Fabricación de válvulas metálicas (fabricación de grifos y válvulas industriales)
333411,Fabricación de equipo de aire acondicionado y calefacción (fabricación de compresoras para sistemas de aire acondicionado)
333910,"Fabricación de bombas y sistemas de bombeo (fabricación de bombas y sistemas de bombeo para uso industrial, comercial y doméstico)"
336310,Fabricación de motores y sus partes para vehículos automotrices (fabricación de bombas para motores automotrices)
336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores (fabricación de bombas eléctricas de arranque para vehículos automotores)
336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices (fabricación de bombas de sistemas de dirección para vehículos automotrices)
336340,Fabricación de partes de sistemas de frenos para vehículos automotrices (fabricación de bombas para sistemas de frenos)
336390,Fabricación de otras partes para vehículos automotrices (fabricación de compresoras para sistemas de aire acondicionado para vehículos automotrices)
336410,Fabricación de equipo aeroespacial (fabricación de bombas para motores de aeronaves)
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de bombas para laboratorio)"
332991,Fabricación de baleros o rodamientos 
333610,"Fabricación de motores de combustión interna, turbinas y transmisiones (fabricación de transmisiones de fuerza motriz)"
333246,Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos (fabricación de hornos para la industria del cemento)
333411,Fabricación de equipo de aire acondicionado y calefacción (fabricación de quemadores industriales)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de hornos de uso médico y de uso industrial general)
332211,Fabricación de herramientas de mano metálicas sin motor (fabricación de gatos mecánicos)
333120,Fabricación de maquinaria y equipo para la construcción (fabricación de equipo de elevación y manipulación para la construcción)
333130,Fabricación de maquinaria y equipo para la industria extractiva (fabricación de volquetes rotativos para minerales)
333920,Fabricación de maquinaria y equipo para levantar y trasladar (fabricación de maquinaria y equipo para levantar y trasladar personas y materiales)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de gatos hidráulicos y neumáticos)
336210,Fabricación de carrocerías y remolques (fabricación de mecanismos para levantamiento de remolques)
325999,Fabricación de otros productos químicos (fabricación y remanufactura de cartuchos de tóner)
333312,Fabricación de máquinas fotocopiadoras 
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de máquinas no electrónicas para oficina)
339940,"Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina (fabricación de sacapuntas, perforadoras y engrapadoras)"
333111,Fabricación de maquinaria y equipo agrícola (fabricación de equipo con motor para la jardinería)
333112,Fabricación de maquinaria y equipo pecuario (fabricación esquiladoras eléctricas)
333120,Fabricación de maquinaria y equipo para la construcción (fabricación taladros y perforadoras de percusión para la construcción)
333130,Fabricación de maquinaria y equipo para la industria extractiva (fabricación de taladros y perforadoras de percusión para minería)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de herramientas manuales con motor)
332211,Fabricación de herramientas de mano metálicas sin motor (fabricación de cintas métricas)
332410,Fabricación de calderas industriales (fabricación de intercambiadores de calor y absorbedores de gas)
332420,Fabricación de tanques metálicos de calibre grueso (fabricación de columnas fraccionadoras)
332910,Fabricación de válvulas metálicas (fabricación de aspersores para césped)
333120,Fabricación de maquinaria y equipo para la construcción (fabricación de maquinaria para marcar líneas en carreteras)
333243,Fabricación de maquinaria y equipo para la industria alimentaria y de las bebidas (fabricación de maquinaria y equipo para la destilación de bebidas)
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de maquinaria para limpieza industrial y máquinas expendedoras)
333411,"Fabricación de equipo de aire acondicionado y calefacción (fabricación de equipo para sistemas de aire acondicionado, calefacción y ventilación)"
333412,Fabricación de equipo de refrigeración industrial y comercial 
333910,Fabricación de bombas y sistemas de bombeo (fabricación de equipo de aspersión de uso industrial)
333992,Fabricación de maquinaria y equipo para envasar y empacar 
333993,Fabricación de aparatos e instrumentos para pesar (fabricación de básculas domésticas)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de centrífugas industriales y máquinas de limpieza por chorro de arena)
336390,Fabricación de otras partes para vehículos automotrices (fabricación de filtros de uso automotriz)
339940,"Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina (fabricación de aerógrafos para artistas)"
339999,"Otras industrias manufactureras (fabricación de extintores, y de juntas hechas de una combinación de materiales)"
332211,Fabricación de herramientas de mano metálicas sin motor (fabricación de podadoras de pasto sin motor)
333111,Fabricación de maquinaria y equipo agrícola (fabricación de maquinaria y equipo para actividades agrícolas)
333112,Fabricación de maquinaria y equipo pecuario (fabricación de maquinaria y equipo para actividades pecuarias)
333120,Fabricación de maquinaria y equipo para la construcción (fabricación de maquinaria y equipo forestal)
333241,Fabricación de maquinaria y equipo para la industria de la madera (fabricación de maquinaria y equipo para la industria de la madera)
333241,"Fabricación de maquinaria y equipo para la industria de la madera (fabricación de máquinas descortezadoras de troncos, partidoras de troncos )"
333242,Fabricación de maquinaria y equipo para la industria del hule y del plástico (fabricación de máquinas-herramienta para la industria del hule y del plástico)
333246,Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos (fabricación de máquinas-herramienta para la industria del vidrio y otros minerales no metálicos)
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de maquinaria y equipo para servicio de frenos)
333510,"Fabricación de maquinaria y equipo para la industria metalmecánica (fabricación de maquinaria y equipo para cortar, forjar, tornear, perforar, fresar, conformar, cepillar, trefilar, y rectificar metales)"
331510,Moldeo por fundición de piezas de hierro y acero (fundición de lingoteras)
333249,Fabricación de maquinaria y equipo para otras industrias manufactureras (fabricación de maquinaria para trabajar metales)
333510,Fabricación de maquinaria y equipo para la industria metalmecánica (fabricación de laminadoras y troqueladoras de metales)
333120,"Fabricación de maquinaria y equipo para la construcción (fabricación de tractores de oruga, máquinas para movimiento de tierra, bulldozers y mezcladoras de concreto)"
333130,Fabricación de maquinaria y equipo para la industria extractiva (fabricación de maquinaria y equipo para la extracción y beneficio de minerales)
333920,Fabricación de maquinaria y equipo para levantar y trasladar (fabricación de transportadores de mina)
333111,Fabricación de maquinaria y equipo agrícola (fabricación de secadores de productos agrícolas)
333243,Fabricación de maquinaria y equipo para la industria alimentaria y de las bebidas (fabricación de maquinaria y equipo para la industria alimentaria)
333249,Fabricación de maquinaria y equipo para otras industrias manufactureras (fabricación de maquinaria para la industria del tabaco)
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de maquinaria para la preparación de alimentos en hoteles y restaurantes)
333111,Fabricación de maquinaria y equipo agrícola (fabricación de maquinaria para despepite de algodón)
333244,Fabricación de maquinaria y equipo para la industria textil 
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de maquinaria para lavandería y tintorería)
339992,"Fabricación de cierres, botones y agujas (fabricación de agujas para coser de uso industrial)"
332999,Fabricación de otros productos metálicos (fabricación de moldes para fundición)
333242,Fabricación de maquinaria y equipo para la industria del hule y del plástico (fabricación de maquinaria y equipo para las industrias del hule y del plástico)
333245,Fabricación de maquinaria y equipo para la industria de la impresión 
333246,"Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos (fabricación de maquinaria y equipo para la industria ladrillera, vidrio y cerámica, y otros minerales no metálicos n.c.p.*)"
333249,"Fabricación de maquinaria y equipo para otras industrias manufactureras (fabricación de maquinaria y equipo para la industria del papel, eléctrica y electrónica y la industria química)"
333319,"Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de maquinaria para el lavado de automóviles, balanceo de llantas, equipo para ferias y parques)"
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de robots industriales de uso general y otra maquinaria y equipo de uso general)
339920,Fabricación de artículos deportivos (fabricación de equipo de boliche)
333610,"Fabricación de motores de combustión interna, turbinas y transmisiones (fabricación de motores diésel)"
336110,Fabricación de automóviles y camionetas 
336120,Fabricación de camiones y tractocamiones 
336210,Fabricación de carrocerías y remolques (ensamble de carrocerías sobre chasis comprado)
336310,Fabricación de motores y sus partes para vehículos automotrices (fabricación de motores para vehículos automotrices)
336510,Fabricación de equipo ferroviario (fabricación de trolebuses)
336999,Fabricación de otro equipo de transporte (fabricación de carros de golf y go-karts)
336210,"Fabricación de carrocerías y remolques (fabricación de remolques y semirremolques para usos diversos, campers y casetas)"
811123,Servicios de blindaje y de adaptación de automóviles y camiones 
336210,Fabricación de carrocerías y remolques (fabricación de quinta rueda)
336310,Fabricación de motores y sus partes para vehículos automotrices (fabricación de partes para motores automotrices)
336320,"Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores (fabricación de generadores, distribuidores, marchas, arneses y cableados, sistemas eléctricos para puertas y ventanas de vehículos automotores)"
336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices (fabricación de sistemas de dirección y de suspensión y sus partes para vehículos automotrices)
336340,Fabricación de partes de sistemas de frenos para vehículos automotrices (fabricación de sistemas de frenos y sus partes para vehículos automotrices)
336350,Fabricación de partes de sistemas de transmisión para vehículos automotores (fabricación de sistemas de transmisión y sus partes para vehículos automotores)
336360,Fabricación de asientos y accesorios interiores para vehículos automotores (fabricación de asientos para vehículos de motor)
336390,"Fabricación de otras partes para vehículos automotrices (fabricación de volantes, mofles, convertidores, tanques de gasolina, bolsas de aire, y otras partes para vehículos automotrices n.c.p.*)"
336999,Fabricación de otro equipo de transporte (fabricación de partes para carros de golf y go-karts)
332310,Fabricación de estructuras metálicas (fabricación de estructuras metálicas flotantes)
336360,Fabricación de asientos y accesorios interiores para vehículos automotores (fabricación de asientos para barcos)
336610,Fabricación de embarcaciones (fabricación de plataformas flotantes para perforación de pozos petroleros)
336610,Fabricación de embarcaciones (excepto fabricación de motos acuáticas)
336999,Fabricación de otro equipo de transporte (fabricación de motos acuáticas)
333130,Fabricación de maquinaria y equipo para la industria extractiva (fabricación de carritos para minería y vagones para ferrocarriles mineros)
333920,Fabricación de maquinaria y equipo para levantar y trasladar (fabricación de grúas locomotoras)
334290,Fabricación de otros equipos de comunicación (fabricación de equipo de control de tráfico ferroviario)
336360,Fabricación de asientos y accesorios interiores para vehículos automotores (fabricación de asientos para ferrocarriles)
336510,Fabricación de equipo ferroviario (fabricación de equipo para el transporte ferroviario)
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de simuladores de vuelo)
334220,"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico (fabricación de satélites)"
336360,Fabricación de asientos y accesorios interiores para vehículos automotores (fabricación de asientos para aeronaves)
336410,Fabricación de equipo aeroespacial (fabricación de aeronaves)
336999,Fabricación de otro equipo de transporte (fabricación de vehículos militares de combate)
333610,"Fabricación de motores de combustión interna, turbinas y transmisiones (fabricación de motores para motocicletas)"
336991,Fabricación de motocicletas 
336992,Fabricación de bicicletas y triciclos 
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de sillas de ruedas)"
339930,Fabricación de juguetes (fabricación de carriolas)
332610,"Fabricación de alambre, productos de alambre y resortes (fabricación de carritos de alambre para supermercado)"
333111,Fabricación de maquinaria y equipo agrícola (fabricación de remolques agrícolas)
336999,"Fabricación de otro equipo de transporte (fabricación de vehículos de tracción animal, y otro equipo de transporte n.c.p.*)"
326194,Fabricación de otros productos de plástico de uso industrial sin reforzamiento (fabricación de partes para muebles de plástico sin reforzamiento)
326198,Fabricación de otros productos de plástico con reforzamiento (fabricación de partes para muebles de plástico con reforzamiento)
337110,Fabricación de cocinas integrales y muebles modulares de baño 
337120,"Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería (fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería)"
337210,"Fabricación de muebles de oficina y estantería (fabricación de muebles de oficina, estantería y vitrinas de uso comercial)"
337910,Fabricación de colchones (fabricación de colchones de muelles y rellenos)
327999,"Fabricación de otros productos a base de minerales no metálicos (fabricación de piedras preciosas, semipreciosas y sintéticas para joyería)"
339911,Acuñación e impresión de monedas 
339912,Orfebrería y joyería de metales y piedras preciosos (fabricación de orfebrería y joyería de metales y piedras preciosos)
339913,Joyería de metales y piedras no preciosos y de otros materiales 
339914,Metalistería de metales no preciosos 
339920,Fabricación de artículos deportivos (fabricación de silbatos deportivos)
339991,Fabricación de instrumentos musicales 
339920,Fabricación de artículos deportivos (fabricación de artículos deportivos)
339930,Fabricación de juguetes (fabricación de artículos deportivos de juguete)
339920,Fabricación de artículos deportivos (fabricación de mesas de billar)
339930,Fabricación de juguetes (fabricación de juegos y juguetes)
339999,Otras industrias manufactureras (fabricación de máquinas de juegos que operan con monedas)
333249,Fabricación de maquinaria y equipo para otras industrias manufactureras (fabricación de equipo de destilación para laboratorio)
333999,Fabricación de otra maquinaria y equipo para la industria en general (fabricación de centrífugas para laboratorio)
337120,"Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería (fabricación de sillones para peluquería)"
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de equipo no electrónico de uso médico, dental y para laboratorio, aparatos ortopédicos y material dental)"
339112,Fabricación de material desechable de uso médico (fabricación de material quirúrgico desechable)
339113,Fabricación de artículos oftálmicos 
332212,Fabricación de utensilios de cocina metálicos (fabricación de coladores de uso doméstico)
332610,"Fabricación de alambre, productos de alambre y resortes (fabricación de cribas de alambre)"
333319,Fabricación de otra maquinaria y equipo para el comercio y los servicios (fabricación de barredoras mecánicas industriales)
339111,"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio (fabricación de equipo de seguridad industrial)"
339940,"Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina (fabricación de plumas, lápices, sellos metálicos y de goma, cintas para máquina de escribir y para sumadoras)"
339992,"Fabricación de cierres, botones y agujas (fabricación de botones, broches de presión y cierres de cremallera)"
339993,"Fabricación de escobas, cepillos y similares "
339994,Fabricación de velas y veladoras 
339995,Fabricación de ataúdes 
339999,"Otras industrias manufactureras (fabricación de encendedores, pipas, paraguas, maniquíes, flores artificiales, postizos de pelo, adornos de navidad, y otras industrias manufactureras n.c.p.*)"
711510,"Artistas, escritores y técnicos independientes (taxidermistas)"
811312,Reparación y mantenimiento de maquinaria y equipo industrial (reparación y mantenimiento de calderas y tanques de metal)
811499,Reparación y mantenimiento de otros artículos para el hogar y personales (reparación y mantenimiento de armas de fuego para deporte y caza)
811219,"Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión (reparación y mantenimiento de fotocopiadoras, máquinas de escribir, calculadoras, básculas y balanzas)"
811311,Reparación y mantenimiento de maquinaria y equipo agropecuario y forestal 
811312,"Reparación y mantenimiento de maquinaria y equipo industrial (reparación y mantenimiento de maquinaria y equipo para la industria eléctrica, electrónica, química, metalmecánica, alimentaría, textil, para la minería y la construcción, de válvulas, bombas, extintores, rociadores y afilado de sierras y cuchillas)"
811313,"Reparación y mantenimiento de maquinaria y equipo para mover, levantar y acomodar materiales "
811314,"Reparación y mantenimiento de maquinaria y equipo comercial y de servicios (reparación y mantenimiento de equipo de uso comercial y de refrigeración, equipo de tintorería, lavandería, hotelería y otro equipo comercial y de servicios n.c.p.*)"
811410,Reparación y mantenimiento de aparatos eléctricos para el hogar y personales (reparación y mantenimiento de herramientas de mano con motor)
811219,"Reparación y mantenimiento de otro equipo electrónico y de equipo de precisión (reparación y mantenimiento de microscopios, equipo médico electrónico y equipo de precisión)"
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios (reparación y mantenimiento de equipo óptico no oftálmico)
811312,Reparación y mantenimiento de maquinaria y equipo industrial (reparación de equipo eléctrico)
336610,Fabricación de embarcaciones (reparación y mantenimiento de embarcaciones hechos por el establecimiento fabricante)
488190,Otros servicios relacionados con el transporte aéreo (servicios de mantenimiento y reparación de aeronaves)
488210,Servicios relacionados con el transporte por ferrocarril (reparación y mantenimiento de ferrocarriles)
488390,Otros servicios relacionados con el transporte por agua (reparación y conversión de barcos y yates que requieren tripulación)
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios (reparación y mantenimiento de carros para supermercado)
811493,Reparación y mantenimiento de bicicletas 
811499,Reparación y mantenimiento de otros artículos para el hogar y personales (reparación y mantenimiento de embarcaciones recreativas)
711510,"Artistas, escritores y técnicos independientes (restauración de instrumentos musicales antiguos)"
811312,Reparación y mantenimiento de maquinaria y equipo industrial (reparación y mantenimiento de tambores y barriles de madera)
811314,Reparación y mantenimiento de maquinaria y equipo comercial y de servicios (reparación y mantenimiento de lonas de uso comercial y de maquinas recreativas que operan con monedas)
238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción (instalación de calderas industriales)
238290,Otras instalaciones y equipamiento en construcciones (instalación de maquinaria industrial)
221111,Generación de electricidad a partir de combustibles fósiles 
221112,Generación de electricidad a partir de energía hidráulica 
221113,Generación de electricidad a partir de energía solar 
221114,Generación de electricidad a partir de energía eólica 
221119,Generación de electricidad a partir de otro tipo de energía 
221121,Transmisión de energía eléctrica 
221122,Distribución de energía eléctrica 
221123,Comercialización de energía eléctrica 
221210,Suministro de gas natural por ductos al consumidor final (fabricación de gas; distribución de combustibles gaseosos por tuberías)
221210,"Suministro de gas natural por ductos al consumidor final (producción, captación y distribución de vapor por ductos)"
312113,Elaboración de hielo 
221311,"Captación, tratamiento y suministro de agua realizados por el sector privado (captación, tratamiento y suministro de agua realizados por el sector privado)"
221312,"Captación, tratamiento y suministro de agua realizados por el sector público (captación, tratamiento y suministro de agua realizados por el sector público)"
221311,"Captación, tratamiento y suministro de agua realizados por el sector privado (servicio de alcantarillado y tratamiento de aguas residuales realizado por el sector privado)"
221312,"Captación, tratamiento y suministro de agua realizados por el sector público (servicio de alcantarillado y tratamiento de aguas residuales realizado por el sector público)"
562998,Otros servicios de manejo de residuos por el sector privado 
562999,Otros servicios de manejo de residuos por el sector público 
562121,Recolección de residuos no peligrosos por el sector privado (recolección de residuos no peligrosos por el sector privado)
562122,Recolección de residuos no peligrosos por el sector público (recolección de residuos no peligrosos por el sector público)
562111,Recolección de residuos peligrosos por el sector privado 
562112,Recolección de residuos peligrosos por el sector público 
325310,Fabricación de fertilizantes y composta (producción de composta con desechos orgánicos)
562221,Tratamiento y disposición final de residuos no peligrosos por el sector privado 
562222,Tratamiento y disposición final de residuos no peligrosos por el sector público 
562211,Tratamiento y disposición final de residuos peligrosos por el sector privado 
562212,Tratamiento y disposición final de residuos peligrosos por el sector público 
488390,Otros servicios relacionados con el transporte por agua (desmantelamiento de barcos en diques secos flotantes)
562921,Recuperación de residuos por el sector privado 
562922,Recuperación de residuos por el sector público 
562911,Servicios de remediación por el sector privado 
562912,Servicios de remediación por el sector público 
236111,Edificación de vivienda unifamiliar 
236112,Edificación de vivienda multifamiliar 
236211,"Edificación de naves y plantas industriales, excepto la supervisión (edificación de naves y plantas industriales)"
236221,"Edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales, excepto la supervisión (edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales)"
237312,"Construcción de carreteras, puentes y similares "
237993,Construcción de obras para transporte eléctrico y ferroviario 
237999,Otras construcciones de ingeniería civil (construcción de túneles)
237111,"Construcción de obras para el tratamiento, distribución y suministro de agua y drenaje "
237112,Construcción de sistemas de riego agrícola 
237121,Construcción de sistemas de distribución de petróleo y gas 
237131,Construcción de obras de generación y conducción de energía eléctrica 
237132,Construcción de obras para telecomunicaciones 
237999,Otras construcciones de ingeniería civil (construcción de plantas hidroeléctricas)
236211,"Edificación de naves y plantas industriales, excepto la supervisión (construcción de plantas químicas)"
236221,"Edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales, excepto la supervisión (construcción de estadios)"
237122,Construcción de plantas de refinería y petroquímica 
237211,División de terrenos 
237212,Construcción de obras de urbanización 
237991,Construcción de presas y represas 
237992,"Construcción de obras marítimas, fluviales y subacuáticas "
237999,"Otras construcciones de ingeniería civil (construcción de instalaciones deportivas al aire libre, y otras construcciones de ingeniería civil n.c.p.*)"
238910,Preparación de terrenos para la construcción (demolición)
213119,Otros servicios relacionados con la minería (remoción de minerales en escombreras y preparación de terreno para la minería)
237999,Otras construcciones de ingeniería civil (construcción de microtúneles)
238910,"Preparación de terrenos para la construcción (servicios de desmonte, desyerbe, nivelación de terreno y excavación)"
237311,Instalación de señalamientos y protecciones en obras viales 
238210,Instalaciones eléctricas en construcciones 
238290,Otras instalaciones y equipamiento en construcciones (instalación de antenas parabólicas)
238221,Instalaciones hidrosanitarias y de gas 
238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción (instalación de ductos para sistemas de aire acondicionado y sistemas de calefacción)
238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción (instalación de equipos para sistemas de aire acondicionado y de calefacción)
238290,"Otras instalaciones y equipamiento en construcciones (instalación de puertas automáticas, escaleras eléctricas, elevadores, y otras instalaciones y equipamiento en construcciones n.c.p.*)"
238311,Colocación de muros falsos y aislamiento (instalación de material para aislamiento térmico y acústico)
238130,Trabajos de albañilería 
238190,Otros trabajos en exteriores 
238311,Colocación de muros falsos y aislamiento (colocación de muros falsos)
238312,"Trabajos de enyesado, empastado y tiroleado "
238320,Trabajos de pintura y otros cubrimientos de paredes 
238330,Colocación de pisos flexibles y de madera 
238340,Colocación de pisos cerámicos y azulejos 
238350,Realización de trabajos de carpintería en el lugar de la construcción 
238390,Otros trabajos de acabados en edificaciones (instalación de cancelería de aluminio y otros acabados en edificaciones)
236211,"Edificación de naves y plantas industriales, excepto la supervisión (construcción de hornos industriales)"
238110,Trabajos de cimentaciones 
238121,Montaje de estructuras de concreto prefabricadas 
238122,Montaje de estructuras de acero prefabricadas 
238311,Colocación de muros falsos y aislamiento (aislamiento o revestimiento contra fuego)
238390,Otros trabajos de acabados en edificaciones (impermeabilización)
238910,Preparación de terrenos para la construcción (alquiler de maquinaria y equipo con operador)
238990,Otros trabajos especializados para la construcción 
561790,Otros servicios de limpieza (servicios de limpieza de fachadas a vapor)
436111,Comercio al por mayor de camiones 
468111,Comercio al por menor de automóviles y camionetas nuevos (comercio al por menor de automóviles y camionetas nuevos)
468112,Comercio al por menor de automóviles y camionetas usados (comercio al por menor de automóviles y camionetas usados)
468319,"Comercio al por menor de otros vehículos de motor (comercio al por menor de lanchas y yates de motor, aeronaves para uso particular y otros vehículos de motor n.c.p.*)"
811111,Reparación mecánica en general de automóviles y camiones 
811112,Reparación del sistema eléctrico y electrónico de automóviles y camiones 
811113,Rectificación de partes de motor de automóviles y camiones 
811114,Reparación de transmisiones de automóviles y camiones 
811115,Reparación de suspensiones de automóviles y camiones 
811116,Alineación y balanceo de automóviles y camiones 
811119,Otras reparaciones mecánicas de automóviles y camiones 
811121,Hojalatería y pintura de automóviles y camiones 
811122,Tapicería de automóviles y camiones 
811129,Instalación de cristales y otras reparaciones a la carrocería de automóviles y camiones 
811191,Reparación menor de llantas 
811192,Lavado y lubricado de automóviles y camiones 
811199,"Otros servicios de reparación y mantenimiento de automóviles y camiones (polarizado de cristales, impermeabilización de automóviles y camiones, cambio de aceite, y otros servicios de reparación y mantenimiento de automóviles y camiones n.c.p.*)"
436112,"Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones "
468211,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones (comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones)"
468212,"Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones (comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones)"
468213,"Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones (comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones)"
468311,Comercio al por menor de motocicletas (comercio al por menor de motocicletas)
811492,Reparación y mantenimiento de motocicletas 
