hs2012_code_upstream,hs2012_code_downstream
3403,5702
6902,7206
5810,6107
5105,6108
7107,9018
3911,8484
7206,8473
3911,3809
8477,3919
5105,6104
6305,811
7604,8427
7402,8412
8437,1008
5609,6504
5004,6601
7325,8433
4811,4823
7320,8713
3507,3821
7211,8713
6005,6102
5509,5810
7214,9301
5201,6209
1521,3303
5404,6505
7307,8901
5515,6201
5501,5701
2922,3302
5101,5703
8446,6215
3906,5506
1205,2308
7409,8604
7221,7301
5007,5806
8474,6903
8112,9013
7212,8709
7222,9030
7315,7301
5513,5807
3815,2927
2902,3206
2927,3213
5402,5804
6403,6403
3909,5905
2308,105
2803,5604
5104,6114
1506,1905
8110,3602
7502,8418
7322,8402
8305,4911
7605,8532
5205,5908
5516,5910
2704,7213
6113,6115
7303,8606
6305,6203
8210,406
4407,9202
8473,8429
8105,7219
7219,8509
2810,3811
3707,3704
5503,5513
8507,8429
4007,8705
5602,6201
3906,3809
4005,6507
2832,2007
3103,103
7219,8906
5513,6212
5401,6110
3909,3214
5308,6112
7229,8207
8308,6209
2620,8113
8430,2514
3204,6308
4203,4201
8530,8601
5807,6207
7206,7308
7215,8714
9029,8708
5004,5808
7018,7018
8455,7222
4008,8429
7504,8113
7226,8476
4105,4201
7608,8311
8467,8477
8467,8432
8482,8905
8455,7226
7220,7118
1513,3307
5004,5703
3912,4821
7902,8707
3206,3214
7203,7209
2607,3601
1516,2309
7411,7419
8468,7306
3206,8528
7506,7220
6003,6304
7115,9209
4304,6203
5609,9113
8454,8707
2822,7224
6006,6115
4702,4821
8505,8805
4706,4905
3502,2309
2704,7208
3805,3405
5212,6208
2618,7222
8608,8702
8464,8474
5403,6504
7110,8533
4706,4807
7403,8527
7325,8427
7229,9307
6006,8715
5807,6210
5903,6217
1801,1803
3910,9001
3404,3210
5510,5514
2707,2714
3912,4202
7308,8427
4016,8429
3808,802
5811,6201
2818,6910
8487,8707
7904,8543
3904,3812
3213,8310
3206,4903
7907,8479
2811,7001
4001,3407
7502,8467
8102,9022
2511,6914
7219,8430
8455,8606
3207,6912
7326,8204
7326,8603
3905,5515
5403,5211
2303,6808
3808,1007
2611,2849
5901,8440
8463,7225
5508,5808
7229,7321
5107,6307
7219,7306
8420,4806
7223,8906
8113,8474
5401,6213
5203,6404
2850,8541
2849,8514
7212,8427
2905,3506
8462,8431
3208,8605
8460,7323
5505,5804
2504,3816
3101,1212
202,1502
7506,8203
7408,8474
1001,1902
5311,6507
4106,3405
5803,6206
2840,6904
7216,8906
8454,7601
9302,9303
2914,3302
5305,5311
3911,2715
7605,8455
3204,5513
2513,8458
9033,8482
7323,7324
3909,8418
7204,8403
8544,9031
8451,6101
7219,9108
3809,5512
5406,5801
3923,409
3910,3925
7208,8487
5407,5803
2841,3208
2842,6913
2910,3819
8462,8454
5802,6211
2619,2523
7409,8906
3901,6209
7616,8525
8479,8425
5506,6205
704,2004
8452,6303
1204,1404
2608,8301
6815,6804
7218,8907
8545,8542
8472,4809
7225,7118
7614,9111
4405,4412
3926,8702
6308,6214
3506,3214
1301,3506
8456,7607
4008,4202
501,6204
1701,2208
7215,7313
7804,8403
8609,302
3920,4905
2934,2934
2506,6909
7404,9030
5909,5911
7305,8716
7210,9307
3904,6304
7221,8473
7206,7205
3001,3004
7227,8302
5401,5705
1209,709
5503,6302
5006,6116
2507,3209
2805,7225
7608,8713
9028,9026
2301,2309
7405,8543
4206,3006
9108,9107
5404,5408
5516,8451
2916,3809
2927,3704
8456,8455
2824,3604
1509,3403
1206,3826
5501,6109
7404,8530
8412,8710
1302,3506
7502,8535
7508,8707
709,2002
5307,5607
2507,4821
5402,5406
4405,4419
7215,7315
7304,8303
4412,4415
7106,9114
2823,7013
7412,8536
3925,8516
2701,2705
7409,8473
3920,6702
7412,8418
7411,8608
7203,8303
3902,6301
3203,5310
8105,9030
3911,6807
9032,8418
2706,2707
5501,5811
8433,408
3201,4106
5609,6104
8466,8468
5601,6213
7405,8486
907,2205
4501,9112
9024,7207
5505,6114
3901,6406
4818,4803
8514,7419
2523,6904
5513,6504
4811,5907
1507,2105
7505,7225
4413,8707
7223,7310
3205,5905
5301,5309
7307,8407
6210,5905
3805,3811
5516,6307
8542,9007
3920,9111
6815,2708
8534,8502
2822,7228
7411,8407
2942,2930
7215,8480
5208,6305
7301,8901
8405,2716
5516,5904
5501,6502
5303,6808
7229,8487
3919,8537
8481,8516
8455,7208
8420,6808
8443,4901
5001,6106
8484,7321
8456,7011
5201,5801
7217,9033
3903,5407
7319,6307
8545,8533
2926,4002
1404,1521
8456,7210
2708,3811
8501,8704
8417,7018
3901,6212
3906,5810
7322,8403
7229,8706
8532,8473
7307,8307
8104,7224
8464,7105
7616,8204
2008,812
2802,3105
3917,3922
5504,5402
2942,3307
9033,8436
5602,6213
9033,8435
5401,6112
7212,9113
5602,5910
3506,6406
7601,7604
2804,9027
8484,9111
5505,5512
8435,2206
5407,5801
3907,6202
8484,8404
7403,8466
4009,8707
3102,1101
9029,8711
8480,8311
5109,6108
5501,5902
5306,5905
7306,8603
2505,6908
7201,8487
7203,8462
5104,6504
7305,8426
4107,8704
4304,6211
7410,8308
7411,9301
5511,5511
7009,9008
7411,8301
5203,3005
7325,6603
7325,9206
5211,5805
1204,1517
3908,3208
8437,713
7019,7011
8108,8403
2513,6813
5105,5105
104,4102
7310,2206
3904,3813
3923,2101
5202,5603
7224,8702
8420,1517
3908,5408
5501,5402
3901,6005
3805,3213
7229,7306
7407,8474
8445,8444
3816,8514
7221,8504
7220,8204
4817,4909
7402,8537
7304,8429
2518,7006
5301,5905
6217,6203
7402,8455
7212,8442
5309,6307
7207,7213
2610,7202
5810,6109
5501,6111
7603,8703
8466,8444
5406,6002
7503,7506
7403,9003
9114,9111
2701,7211
5007,6601
5807,6214
2601,8454
5307,5911
7403,8424
8546,8404
8503,8515
7613,7612
7403,7419
8457,9307
7212,8901
7317,4418
7411,9114
6003,6110
6002,6116
8444,5509
4421,4420
7115,9113
7505,8607
8452,6109
5511,5602
7404,8537
8507,8702
2941,302
7614,8707
7214,7228
7408,8526
8443,6213
7223,7307
2821,7324
8451,5111
7223,8457
6903,8486
2923,2103
8503,8537
4009,8712
7305,9303
3504,3003
2906,2909
402,405
8453,4104
4601,6602
5911,8804
7318,8712
5801,5705
7616,8709
5303,6006
2849,3603
1109,2104
7410,8528
7606,8476
8432,705
4704,4901
7605,8712
7213,8451
8207,8203
7612,3004
8438,1605
3913,5911
3910,8442
3925,8487
3908,5702
7907,8302
2513,8465
4205,4201
8532,8535
7315,8455
4005,8547
8477,8708
804,2105
8515,8419
602,710
6308,6301
7326,9207
7225,8448
4102,6201
8446,5908
4016,8512
8538,8517
2926,5604
7219,7315
5204,5808
7607,9111
3202,4202
4017,8547
8603,8604
7221,7310
7208,8404
5302,5601
4008,6406
6903,6903
5110,6116
7306,8425
2604,8506
3903,8546
5604,6117
6217,6212
1203,1520
2608,8481
8479,8460
7508,8468
2530,7006
2716,8479
7223,9031
2821,3214
2849,8487
2605,8207
4001,4015
3907,8546
2904,3307
3917,8480
3404,3215
5606,6210
5503,6216
2712,3506
5404,6406
5406,6108
3404,3811
7210,7313
7413,8903
5001,5907
4007,8424
2701,2716
2815,3210
3505,4807
3905,3305
210,210
3403,8429
1214,203
8308,6102
8455,7324
7605,8431
5101,6107
7318,8428
7602,8417
9016,9027
8511,8429
7211,8442
8419,4823
5403,8444
7402,8507
3903,5402
8531,8531
5808,6304
5101,6203
8504,8515
5509,6110
2602,8507
8419,8486
7003,8703
7228,7316
3906,6307
7904,8306
8543,8513
7324,8403
6804,8211
5204,6201
7415,8901
7213,8906
408,2105
4017,8703
8482,8448
6204,6202
8460,9301
3815,2929
7409,8518
4411,8707
7404,9302
3701,9006
5609,5208
7508,8480
2709,3923
5203,5801
8537,9028
5203,5803
9202,9208
3916,8903
7408,8704
7208,8419
8444,5702
7222,8509
7217,8307
3101,705
4703,6811
8462,8487
4411,9205
7007,8528
7901,8213
8542,9033
801,1203
2511,6913
3826,8407
4011,8430
7401,8503
7507,8438
8534,8519
8438,801
8466,8428
7403,8203
8506,8427
8458,7308
8438,2203
4805,4901
8431,8805
7221,8712
5808,6215
7615,7615
6914,6804
4701,4804
3902,5905
3301,3213
8307,8477
3809,6307
2915,3808
8108,8408
7318,8424
7409,9113
1207,1208
5308,5803
5502,6306
8209,8211
7218,8306
8477,4004
8422,2206
7315,7311
7221,8454
8447,8431
7216,8430
5902,6404
4002,6216
3921,8907
8711,4011
5402,6003
5210,5513
9033,8429
8464,7016
9109,9103
7311,2814
7216,7228
7219,8701
3402,3304
7504,8306
4106,9113
2601,8703
4103,4203
5102,6210
8501,8605
3809,6213
7214,7320
7208,8307
7325,8711
7419,8538
2832,2009
7218,8425
5402,6206
7225,8430
7229,7324
5103,6213
5301,5607
7206,7313
4004,4002
2843,9027
7208,8435
8487,8708
5807,6104
3102,5201
7208,8483
7219,7312
2710,3920
4107,6404
2830,3911
6502,4602
7204,8207
7506,8442
5403,5609
1214,410
7204,7212
4702,5406
2834,3809
4405,4810
713,711
5505,5609
8534,8512
8110,3212
7404,8516
7408,7418
5503,5512
7216,8409
7217,8483
8543,8537
3503,3004
2846,9027
7603,9301
5001,5810
7601,8487
8504,8507
2603,7409
5205,6212
7409,8543
1603,2104
2902,2906
5205,6203
8102,9024
3921,6601
307,2104
8418,208
7222,8302
8479,8709
3920,8907
3802,2803
8484,8403
5306,5309
7229,8708
8417,6908
6815,2516
4401,4703
9001,9029
2815,3214
2820,7202
5609,6108
8487,8413
3917,8702
8455,8311
2901,3208
7506,8542
2701,7210
2909,3602
2832,302
5511,5515
8544,8532
7301,8455
7326,8482
5308,6102
3808,5201
2507,4802
2919,3808
4010,8704
7506,8506
2909,3210
2849,7221
4112,8714
9033,8406
6003,6505
4008,6602
5902,5910
7616,8468
8433,706
8419,8468
2849,8486
2806,2812
5308,4818
1401,4601
7604,9206
7202,7214
3806,3823
8109,8481
8451,5302
6908,6908
7211,8311
5601,4818
7210,8419
8903,6306
3206,5903
5206,6303
3906,3210
5511,6106
7006,9005
4012,8708
5505,6101
2814,3602
7905,8442
7209,8710
7229,8453
2907,3304
9110,9101
5603,4818
3201,3202
7001,9004
3921,6507
3912,5406
7318,8478
3501,2105
5112,6304
5308,5310
5513,5703
7220,8211
7419,8477
7310,2828
7616,8518
8514,7610
5906,6301
5513,6506
3810,7223
2601,7218
7007,7007
8487,8432
2519,6903
2904,3405
2525,8546
3809,3809
1516,1904
9002,9012
3907,8507
2819,3810
3906,3405
5809,6504
3915,5509
3822,3821
5801,6209
3101,1801
2904,3302
7503,8306
8474,2610
102,1506
1513,3405
8484,8481
5006,6303
2707,3207
4409,9206
8428,8606
3902,6002
2925,2942
705,709
5212,5705
7410,8536
1505,5905
7019,8530
2817,3808
4816,4902
8438,712
8507,8519
2711,3923
5502,6114
7304,8905
5303,6103
7506,8901
8207,8474
7409,5605
5508,5803
4704,3506
2921,5911
7002,8546
8482,9033
7220,8510
8455,8603
3926,9005
5508,6108
7223,8454
3926,3813
5104,6117
3101,710
7212,8481
6109,6108
5005,5804
712,2004
7218,8712
5512,6406
2911,3809
4806,4811
6210,5811
7905,8504
6815,6813
8207,7225
5203,6201
6004,6303
1509,3304
5402,5609
8112,8533
3203,5806
8445,5403
2710,2715
3507,2104
7224,8536
5211,6309
3809,3203
2840,8534
3204,3707
7216,8803
4401,3807
7404,8468
5102,6201
4601,6303
8543,9032
9107,8530
5607,8425
8438,304
804,811
7225,8803
8467,8468
7210,8454
2611,7228
7218,8448
7403,8208
7204,7228
8447,6112
4822,4807
7108,8538
7212,8483
7408,8602
8409,8708
7207,7210
7801,8531
5105,6106
5202,5802
8309,2106
2805,8532
5403,6214
2918,3209
5511,6214
3909,5801
7218,8424
6003,6101
5901,6506
8001,8708
5501,5401
7219,8307
5205,6504
7408,9102
7408,8605
8003,8708
8108,7118
5404,6603
7905,8301
2910,3006
5102,6504
5001,6105
7408,8515
8474,2603
8607,8713
8416,7209
3915,6406
8449,5704
5112,4201
2513,8201
4104,6602
6113,6110
5109,6210
7405,8702
3206,5906
5303,6110
8480,7606
8466,8483
7506,8501
2601,7212
7609,8607
4807,4908
7407,9030
5502,5905
2606,8706
2513,7220
7502,8113
7907,8506
7220,8413
2850,8546
6111,6116
8464,2506
7006,9111
7502,8901
8484,8805
7603,9114
2520,8480
8484,8430
7219,8204
3913,3208
5207,6505
2819,8112
4807,4904
3817,3403
3926,9113
2802,3808
8473,8434
4001,4007
4007,6117
2849,7218
5516,5901
1206,1516
2823,3204
2849,8457
7203,8608
7222,8704
2830,3812
5508,5209
5408,5801
5407,6304
4112,6507
7224,7224
8708,8708
2716,7306
8108,8438
5510,5513
8002,8515
4421,9201
3204,5910
7206,7306
4405,4404
5005,6302
5402,6116
4101,4302
5407,6603
7601,7616
5106,6504
3812,4017
7223,8536
5202,6207
3905,3809
4810,4820
6306,5906
7217,9307
4017,8442
1007,2104
7409,8457
4413,4411
7209,8455
2833,3305
7407,8905
9004,7015
7308,7302
8444,5901
2501,1904
8543,9104
7407,8708
4421,4412
5405,6308
8112,9024
2912,3909
7410,8480
5212,6204
8447,6003
8430,2508
1201,1520
5003,5805
7203,7307
5005,6105
5309,5907
1501,1506
3901,9020
2306,1517
209,2104
7226,8408
8904,8901
2606,8407
7218,7313
8503,8430
7225,7301
4004,6216
8533,8476
7501,7220
7228,8412
2711,8412
2511,2523
6814,8534
7007,8713
6107,6117
3906,3209
7206,8436
409,3003
8482,8603
2919,3402
4808,4817
5515,6208
3405,7418
7208,8466
7207,8463
9001,9011
7203,8457
7114,8215
7207,8451
8480,8464
7325,8903
1515,3305
9024,7308
3911,3210
5205,6304
7408,8511
8462,7609
2607,9306
3102,1103
2829,3601
8423,9031
2819,6908
1203,1208
5202,6115
8526,8802
7603,8533
8105,8459
4408,9202
7229,8213
7504,7225
5607,7312
8102,8486
7419,9113
808,813
5511,5803
7603,9003
7325,8413
7403,7411
1005,2309
3925,8424
7218,7307
2819,7005
7508,8544
2823,6907
5109,6104
3101,5302
7504,8536
3912,5905
5107,6301
702,2007
8703,8702
3818,8471
7306,8418
7218,8403
5406,5408
7317,8712
6002,6104
1522,3215
6103,6117
9033,9025
3926,9006
704,2106
7218,8410
7419,9014
9112,9103
7804,8468
7214,8410
5406,6105
8483,8439
7229,8451
7210,8459
2616,7114
5407,8804
7313,7217
5102,6005
5004,5801
8455,7203
8208,8473
2932,3005
401,2106
7006,7018
7501,7223
2507,7006
8444,5406
5803,6208
2601,7210
7218,8468
7304,8481
7208,8908
7224,8607
7412,8311
7216,9302
7225,8502
7602,8802
8487,8404
3908,8903
7019,8418
5006,6204
7306,8431
8449,6213
6004,6201
3503,1806
7408,9103
7404,8403
5204,6210
7210,8509
8462,7608
7615,7612
2818,6804
3905,3405
713,2104
8474,7103
6815,2517
7326,8483
8505,8427
8484,8415
3926,8477
9032,8477
5516,5702
5403,6702
8514,8475
8456,8707
8434,401
7508,8207
6901,6909
2901,5501
4705,6808
7207,7309
2612,2845
8514,7210
5003,6210
8101,8430
8462,7228
2807,2808
3902,6216
5203,5609
7405,9027
1209,1104
3912,5802
8419,8422
7312,8403
7602,7609
8111,8487
7506,8802
5811,6209
8514,7901
7316,7326
6305,1701
8409,8714
6003,5901
9033,8423
5303,6310
3203,5212
7409,9033
2827,3003
7315,8711
8439,8431
5001,6208
7306,8450
2518,2518
7220,8714
5111,6214
2605,8505
8509,8450
8214,8210
7609,8426
3905,6304
5405,6214
2909,3208
2939,3005
4403,4807
7608,8907
7222,8450
8453,4105
5510,5811
6806,8546
7206,8712
5306,6204
7605,7604
7408,8606
7304,8603
8480,8708
3204,6111
7605,8530
3901,5406
8504,8510
4001,6601
8465,4417
5005,6502
8505,8431
8213,6201
5902,5603
4010,8420
2611,9301
5402,8804
5302,5703
7325,7324
7212,7324
5307,6217
5504,5811
8438,710
6002,6201
7502,8802
7210,8805
7226,8705
8542,8486
201,208
8420,5803
5509,5514
7215,8307
5212,6217
502,5102
5406,6106
2831,3815
1521,5907
2508,6910
9032,8442
1703,2105
5807,6308
7506,8473
7326,8803
7604,8508
4012,8709
3902,6401
7201,8481
3921,8537
2849,8209
5502,6309
3503,3809
5601,6302
8454,7801
5510,5512
6307,5702
8425,8433
8532,8516
5202,5801
3815,3903
1506,2104
4806,4806
3205,4810
2823,8704
5602,6813
7419,8431
6603,6504
6305,1902
7407,8705
7107,9104
3102,714
7017,3822
5203,5808
3104,705
5606,5607
3926,6406
3919,4909
1301,3203
5911,8451
1901,2103
6210,6307
7419,9029
8202,4414
5513,6203
4706,3912
8456,7407
3810,8607
3214,6904
7616,8606
2601,7324
4812,8441
6302,8451
2610,8112
5604,6308
5202,5804
8204,9033
7223,8518
8507,8536
3812,4013
3909,9111
1507,1515
7319,6116
8602,8601
8213,6214
6805,8460
5201,6117
3902,9113
5206,5803
8211,205
3815,3809
2709,2914
5303,6304
5307,6116
2907,2907
7326,7322
5109,6005
4707,5311
5511,6502
5205,6211
8307,8451
3910,9006
3404,4115
2802,3210
8514,7323
5401,6209
3910,9111
1512,3405
7413,9111
3912,3914
1515,1517
3912,3405
7222,8422
5201,6108
3702,9008
5607,8903
3301,3304
2934,3822
7208,8467
5806,6306
2621,7008
8481,7311
5310,5908
7412,8454
7225,8712
3810,7212
6001,6212
7304,8406
5108,4303
3203,6110
5403,5906
6304,6303
9113,9106
7306,8307
7419,8544
7503,7202
8308,6217
2921,3102
8514,7205
9033,8461
8436,407
3807,4414
2003,2104
3925,8422
7606,8305
5508,6106
7202,8802
1108,3003
5305,6001
7106,8516
9006,3702
1514,3403
3908,8708
2613,7225
1205,2306
5103,6111
5403,5901
8462,7316
5007,6302
7220,8509
7306,8310
9030,8534
2506,9001
7220,8476
5109,6214
1005,1103
5104,5105
8487,8605
7502,8431
8501,9007
7212,7321
7206,8468
5404,3306
7214,7304
2606,8707
1805,1806
5509,6216
7210,8422
3925,8450
8483,8450
5911,5801
8484,8407
5004,5609
2701,2701
7103,9102
2607,7804
7220,8306
8514,7108
7403,8415
2927,8443
8431,8439
7408,9305
7207,8419
8608,8606
4807,4902
7219,8704
2839,4807
8431,8454
7308,8714
2605,7225
3808,803
8477,8703
2707,3911
7223,8701
2909,2907
5609,5113
8547,8501
7611,8422
5406,6104
8429,8473
3502,3003
7206,8803
8479,8406
4903,4901
7409,9025
2611,8487
7224,8713
5803,3005
7204,7315
5305,5601
5506,6504
8514,7305
8481,8906
5502,5609
8208,8430
5513,6303
8431,8433
1212,1302
4822,4811
8502,8509
4007,6216
8416,8403
8904,8906
8507,9104
7211,7305
2902,2927
7318,8430
910,2005
1521,3305
2907,2707
2710,3404
7506,8310
7610,8906
7406,8448
3203,6004
6901,8417
8466,8435
3103,1002
4017,6401
9114,9208
7222,8311
306,2106
3203,4911
1007,2309
6907,6908
7502,8311
2617,8110
9032,8702
2610,8215
9029,9032
7304,9306
3815,3812
7006,7009
7204,7221
2842,6909
7227,8454
2912,3920
8447,6005
8482,8450
2524,8546
8001,8003
7306,8702
5311,5905
7406,5605
7110,7113
7411,8803
7606,8532
7211,7308
5503,6303
3908,3925
8455,8710
7201,7325
3105,1007
4017,8546
5801,5704
6901,6906
5408,6302
3903,6303
7211,8435
7419,8301
7209,8714
410,208
3606,3601
2846,8503
5407,6201
7407,8409
5513,6215
2918,3210
1008,2309
7213,7315
7215,8455
2601,8704
8474,6914
7409,8607
6815,6910
4701,5603
2603,7408
2848,3601
3903,5405
8111,8455
8546,8503
1701,3302
5601,6304
7318,8608
5606,5515
805,2208
7505,9111
5109,6303
5006,5805
7019,8534
8309,2009
2902,3204
5308,6214
3916,9113
2807,7601
5516,6212
8538,8528
6117,6114
7229,8465
6111,6110
2604,7118
1207,2304
4806,3704
7902,7118
2804,3818
5212,5808
5004,6214
2905,3214
7001,8546
8112,8454
7407,8451
7209,8604
8503,8703
7220,9104
7318,8302
8307,8468
9107,8415
7404,8518
3912,3921
2921,3206
5307,6209
2843,9111
2930,3824
7216,7311
8003,8533
3901,9021
7210,7322
7602,7607
8207,7302
7905,8711
8468,7212
5205,4201
2919,3209
3210,4107
7219,8706
3819,8426
2303,2309
5204,5513
4420,4419
1302,812
4901,4820
5106,6003
8503,8468
5104,5811
5311,5911
3815,3921
7616,8208
8102,8604
7215,8458
7201,8407
8501,9301
5408,6603
4102,4303
5508,6215
7208,8309
2839,3809
5205,6107
910,2004
2716,9301
8437,1006
8105,3210
4417,4420
3105,1214
3206,9008
2713,3812
8479,8907
4102,4201
6305,403
4107,4201
6305,2009
3403,5602
8468,8605
4006,4009
7408,9018
6001,5705
3903,3005
5609,5801
5801,4303
4806,4820
7209,8705
2004,2104
3910,8486
809,2007
8541,8529
7410,8502
7606,8450
4502,4504
7216,8710
7602,9307
7212,7304
2831,3809
7210,8901
7602,8415
6307,6201
5510,5905
4103,6406
3506,4201
4804,4906
8482,8705
5802,6216
8401,2845
5508,6404
7304,8609
7904,8473
8473,8454
3208,5907
7217,8404
2842,2523
102,504
7207,8602
7004,7014
8455,7113
7113,9101
2711,8406
2502,7208
8455,7301
5408,8451
5502,6103
7218,8903
2610,2819
8407,8502
4501,9201
9015,9015
7901,7904
4001,6004
7905,2817
6815,2704
2618,7216
8479,8474
2811,2817
2620,3206
7010,2006
2603,7407
404,406
3926,9026
7201,8710
3915,9113
2817,3214
2609,8311
6004,6405
2814,3820
5003,6507
6307,6206
4003,6002
3506,8708
7301,7302
5101,5702
4812,4801
8467,8509
2716,8406
7603,8215
1101,1103
7212,8516
5111,4201
3912,6201
8477,3916
7211,8418
7504,9303
8454,7307
6006,6206
7308,8716
5510,5515
2821,3304
3812,5904
6003,6203
4412,8901
7325,8466
7616,9003
7216,8477
7326,8530
7506,8419
7004,8480
5602,5702
4401,4701
7225,7321
7018,7117
5204,8440
9033,8437
5507,6212
8408,8705
7307,8429
1516,1806
7609,8712
7310,1602
5803,6217
4805,4801
7326,8456
3701,3704
4016,8430
8437,1901
6006,5805
3906,5905
3926,8212
9032,8479
3102,1209
5211,6201
5604,5603
7408,7117
805,3301
7209,8607
8420,3903
7804,3601
3506,6201
3926,3915
7325,8606
7217,8805
5408,5808
5102,6209
1404,5308
8458,8802
5512,5704
5603,5905
1512,1522
4206,9018
8430,2530
7020,9030
5510,6106
7229,8701
5407,8707
7304,8711
5112,6209
8475,7015
6005,6208
5310,6209
7415,8403
3201,4301
5403,6107
1005,1901
7208,8303
6813,8716
8208,8456
8418,302
2904,3602
3912,5403
3102,210
5501,5604
7307,8413
7214,8433
5510,5901
8451,5811
5006,5807
3907,9111
5514,6214
1905,1905
7221,8309
6805,8459
8419,8453
5101,5801
7201,8704
8113,8459
1209,714
8479,8478
8420,6202
3926,5903
7216,9307
2803,8546
5607,8428
5901,5911
7106,9110
5604,5911
7203,7212
4823,4902
7306,8428
1505,3809
5809,5810
3902,8483
4401,3912
1001,2102
7219,8449
5101,6405
3905,5405
5806,6211
805,811
8479,8470
7403,8301
8511,8709
5508,5513
4115,8715
5407,5910
2618,7228
8542,8418
6003,5806
5807,6405
5902,6209
7207,8504
7208,8409
7209,8487
2907,3812
6806,6806
7505,8705
8446,5007
6308,4202
8462,7208
8462,7310
7215,8301
3102,602
4808,4820
3920,8901
8458,7320
6810,6808
8454,7113
5105,6301
7407,7411
3908,6214
3919,9004
8417,7616
3303,3307
7006,8539
2528,7006
1209,705
5402,5512
5604,6402
5606,5907
2523,2523
7207,7305
8208,8478
6001,6404
7312,5607
8515,7308
7403,8607
3103,603
3201,3809
7613,8481
2522,3816
5207,6210
8446,5406
2601,7207
5601,6211
2601,7214
3506,4410
2916,3302
905,2208
7214,8454
3503,4206
5006,6504
7222,7222
7216,8308
8487,8474
7606,8430
9033,8431
2932,3808
8422,7010
7226,7301
4502,2206
8506,8704
5502,5608
8419,8435
5501,6202
7225,8530
8515,7315
8543,8606
4101,4113
7006,9002
7209,8466
7408,9108
2832,1806
8104,8803
3803,2942
7226,8463
2529,3208
5402,5909
7903,9305
808,2007
5006,5811
8416,7227
5006,6211
1213,4804
7901,8536
7405,8413
7325,8603
8532,8537
6307,6203
306,1603
4413,4418
4822,5511
7225,8418
7304,8705
8455,7218
3901,5506
5609,5608
7502,8451
1702,3004
3804,4703
3907,8544
5309,5810
5801,6406
8503,8906
8431,8802
2708,3403
3815,3006
3213,4905
2716,8410
6006,6103
7213,8205
5004,6308
7225,8716
2710,8703
7220,8706
2701,7209
2507,6906
5107,6202
3203,2008
5505,6304
7412,8422
3925,3922
7206,8302
2842,7003
8462,7225
3912,3005
5106,5811
3903,5512
7409,8511
2909,3603
9028,8514
5212,5905
3905,8480
7304,7302
8445,5205
4017,9111
2601,7229
1302,3304
5406,6004
5605,5806
8446,6209
9024,7225
2403,2402
8430,2603
8515,8606
8503,9301
7003,9027
8458,8303
8475,9008
6210,6212
4401,4415
7005,8475
9032,8432
4003,6402
6813,8711
2835,3821
2916,3812
3204,6102
5005,6104
9306,8710
7411,8450
8515,8534
7901,3210
7204,7208
8420,6405
5806,6507
3104,1006
3101,2008
7402,8536
7211,8537
2823,8708
7207,7322
7215,8409
4004,8704
3203,3405
3801,8507
7907,8707
9032,8481
7206,8417
8420,5406
3207,6904
7206,8461
7205,8303
8447,5808
1504,1604
5106,6505
4812,4911
7413,7415
6305,208
8541,8538
3203,6002
8412,8704
3403,8703
5505,5408
2803,8535
7407,9018
5005,6208
8108,9305
3915,3926
7206,8504
5103,6309
5307,6215
7228,8710
7218,8205
9209,9209
4002,6301
5906,6202
5512,5602
7326,8535
9002,9015
709,2006
5806,9113
4007,9003
3507,2203
7605,8606
7606,8448
8207,7608
5204,4201
1702,2309
5510,6101
2905,3210
7407,9207
9027,9025
7403,8508
8482,8408
7215,8427
5806,5808
1513,3304
5211,8715
7209,8603
8452,6301
2931,8541
2928,3812
8110,8546
2821,6910
8514,7011
6005,6112
7904,8706
3909,9113
8447,5701
5504,5703
714,3505
8419,8421
7419,8601
5503,6105
4009,8428
7309,8435
8501,8509
7201,9307
8484,8474
3105,902
1108,2102
2602,7226
2711,5503
2716,8527
5201,6109
8501,8901
7204,8701
5509,6001
7003,3207
2840,3210
9027,9024
3903,6401
3101,1001
8445,5906
2507,7005
7319,6106
1214,2309
7602,8468
4002,6406
8503,8805
8477,5407
5212,6205
7413,9113
7222,8603
5107,6112
7204,7318
8533,8519
8481,8451
6809,6808
5202,6005
8514,7413
7413,9031
4811,8442
8438,1102
7407,8517
8543,8532
4819,4817
3506,4415
2942,3004
4007,8477
4104,8707
5301,6210
2936,3006
7201,8480
2939,3307
7616,7612
5309,6206
7407,8514
5210,6208
4101,6403
7211,8425
2811,3604
103,2106
5110,5701
8542,9207
8536,8419
8603,8709
7229,8468
5003,6504
2825,8542
8419,4411
4203,6217
7020,8546
2530,3206
5609,5808
8112,9033
6114,6505
5311,6305
8482,8411
8547,8514
8480,7118
8514,7601
7604,8502
3204,5811
7207,8803
2803,4005
8457,7301
5209,6213
7219,8424
5309,6405
1511,3403
5203,6202
8420,7322
8417,8480
3919,8546
8105,8533
3503,3005
7312,8530
3403,8483
5811,6304
8533,8504
2601,7306
7610,8907
2610,7223
2506,8542
7206,8603
8112,8417
7205,7118
8468,8901
7304,8415
5206,6001
8515,8537
2207,3307
3912,4808
3908,5802
7202,7204
8484,8607
3818,8527
7408,9014
5513,6502
7903,2817
4016,4013
2833,3811
4812,4803
7609,8412
1513,3403
3204,3704
2601,7321
7213,8404
5107,6215
7220,8502
7610,8607
3817,3819
5203,6001
3815,3307
1001,1904
3920,8527
3903,6601
5005,6110
3205,5801
7904,8308
6001,6502
8448,5702
5004,6104
5208,5907
7326,8468
7216,8311
4706,4902
5205,6111
8007,8533
8464,7018
8430,7302
5002,5808
